,Unnamed: 0.1,Unnamed: 0,bia_di,bii_di,bit_di,che_de,che_di,elb_di,wri_di,kne_di,ank_di,sho_gi,che_gi,wai_gi,nav_gi,hip_gi,thi_gi,bic_gi,for_gi,kne_gi,cal_gi,ank_gi,wri_gi,age,wgt,hgt,sex
0,488,184,43.2,31.3,34.0,23.0,32.6,15.7,11.5,20.5,15.2,131.6,110.1,90.7,91.9,101.7,58.0,36.8,29.0,36.9,38.9,24.2,17.9,44,90.5,188.0,1
1,4,349,35.2,25.1,33.0,20.0,26.6,11.6,9.1,21.0,12.6,103.4,88.4,78.0,85.6,112.1,75.7,33.8,24.6,38.2,39.8,22.0,14.4,31,73.2,151.1,0
2,227,260,39.5,30.0,31.7,17.3,27.3,12.8,9.2,18.1,12.4,100.5,85.0,69.5,81.5,94.4,55.8,25.9,22.9,36.1,35.3,20.9,14.4,25,62.5,172.9,0
3,2,494,35.3,25.4,28.5,15.1,24.9,10.6,10.4,17.0,12.6,95.9,80.9,60.8,77.4,84.6,51.0,26.8,22.8,34.4,33.1,21.0,15.4,31,46.8,149.9,0
4,287,138,39.4,29.7,33.1,23.0,30.4,14.2,11.6,20.4,15.0,119.4,108.4,97.4,103.7,105.3,55.6,36.6,28.4,38.2,36.6,22.9,18.1,45,84.5,167.6,1
5,207,456,39.2,29.9,34.9,18.5,26.4,14.3,10.8,19.6,14.4,108.2,90.7,75.3,96.3,103.6,59.9,31.5,25.4,35.7,35.8,21.1,16.3,67,67.7,170.2,0
6,257,275,39.6,28.6,31.2,18.0,27.2,12.4,10.1,19.3,13.8,101.4,89.6,72.6,86.3,93.7,56.4,27.4,23.4,37.0,38.4,21.3,15.6,38,67.3,179.9,0
7,258,304,33.8,29.7,32.4,17.3,25.4,13.4,9.6,18.4,13.4,94.5,86.5,68.3,89.2,94.0,57.0,26.0,22.6,35.9,32.5,19.7,14.6,21,60.7,180.3,0
8,81,430,35.1,25.6,29.9,16.8,24.9,12.6,9.6,18.2,12.5,98.7,82.2,65.8,80.2,89.1,55.4,28.4,22.9,33.6,35.0,19.7,14.8,20,57.3,161.3,0
9,166,293,33.3,29.2,32.0,14.8,25.9,12.6,10.4,18.4,13.0,98.7,88.1,65.3,75.8,95.3,55.7,27.7,24.5,33.1,35.4,21.2,15.7,19,58.3,167.6,0
10,444,79,43.5,28.8,34.0,20.6,29.0,14.3,10.5,19.8,14.2,115.0,91.0,76.8,80.0,94.5,54.6,33.2,28.0,37.5,35.6,22.1,16.3,24,74.5,182.4,1
11,496,130,44.2,30.6,33.8,22.1,32.4,15.3,11.5,20.9,16.5,122.4,109.0,86.0,90.2,98.0,59.5,40.0,31.2,38.3,39.0,25.8,19.5,29,89.1,190.5,1
12,381,109,38.0,27.1,28.3,18.2,25.9,13.8,11.0,18.9,14.8,104.8,85.3,70.8,84.9,89.4,55.8,28.7,25.5,38.5,34.2,21.3,15.6,25,64.1,177.8,1
13,143,402,37.4,30.2,34.2,21.6,28.3,13.2,10.0,19.6,14.1,106.1,91.2,74.2,98.2,102.6,61.5,31.4,25.0,37.6,41.9,24.3,15.4,28,72.3,165.1,0
14,128,504,35.3,28.7,30.4,17.7,25.6,12.4,9.8,17.3,13.6,99.3,87.3,63.5,79.2,89.5,55.2,30.1,23.6,35.6,33.3,22.4,15.2,21,55.5,164.4,0
15,23,493,38.5,25.6,31.7,17.0,25.6,11.8,10.2,16.8,12.9,92.8,87.6,74.7,77.0,97.7,57.0,28.1,23.1,34.4,32.7,20.9,15.2,19,60.0,156.2,0
16,369,224,42.1,28.7,33.5,25.2,29.4,14.3,11.5,18.0,13.8,125.8,106.7,97.9,94.7,104.6,60.8,36.2,28.7,37.7,39.4,22.6,17.5,36,87.9,176.5,1
17,406,223,40.9,24.4,28.7,18.7,29.0,14.3,11.4,17.8,14.6,112.4,95.1,85.4,84.1,94.3,52.7,31.2,25.9,37.4,34.4,24.5,17.1,30,71.8,179.1,1
18,325,1,42.9,26.0,31.5,17.7,28.0,13.1,10.4,18.8,14.1,106.2,89.5,71.5,74.5,93.5,51.5,32.5,26.0,34.5,36.5,23.5,16.5,21,65.6,174.0,1
19,300,155,37.6,27.8,32.2,20.2,31.3,14.6,11.0,21.5,15.8,113.8,103.0,93.9,98.6,103.6,60.5,34.4,28.5,40.9,40.8,24.6,17.1,27,85.5,170.2,1
20,283,234,39.4,26.6,31.7,24.0,31.1,13.8,11.8,20.0,15.8,113.2,104.9,90.1,90.8,96.6,55.0,32.9,26.5,35.6,37.9,22.5,17.8,55,74.1,167.6,1
21,356,85,37.7,29.7,32.7,20.2,28.8,13.3,11.1,18.3,13.2,113.8,96.7,82.0,82.2,92.7,54.6,32.0,27.1,35.6,36.4,20.7,16.2,31,70.9,175.5,1
22,35,387,35.2,26.0,30.4,17.3,25.5,11.1,9.0,17.1,12.0,93.8,85.5,70.4,82.4,93.5,57.5,28.3,21.9,33.1,32.8,19.0,13.9,29,55.5,158.0,0
23,426,246,43.0,27.8,34.2,21.4,31.5,14.3,11.1,21.0,14.8,123.1,104.3,86.3,87.8,103.3,59.7,36.4,30.4,39.3,42.0,27.7,18.4,35,83.2,180.3,1
24,10,468,35.8,26.8,30.4,23.3,25.6,12.4,10.3,17.5,13.0,109.0,96.7,81.5,94.1,94.9,54.8,31.2,25.8,34.4,37.3,21.8,14.6,44,67.3,152.4,0
25,45,363,35.0,25.0,27.2,15.4,23.4,10.8,8.7,16.8,12.2,98.5,80.8,67.5,75.4,85.8,53.8,24.8,21.5,33.0,33.0,20.0,14.0,26,47.6,159.5,0
26,332,179,41.3,24.7,35.4,22.5,30.2,14.8,11.3,20.4,16.0,114.5,99.0,88.7,91.0,100.0,57.5,34.0,28.3,40.9,38.8,26.4,18.1,28,82.5,174.0,1
27,66,496,34.9,28.7,32.9,16.8,26.8,13.4,10.8,17.9,12.9,98.5,89.3,68.8,90.8,103.3,63.0,29.6,25.1,34.4,35.0,21.0,15.9,34,64.1,160.0,0
28,398,142,39.8,29.0,34.9,22.5,28.3,14.3,11.7,19.8,15.4,118.0,104.4,101.0,98.9,103.3,54.4,38.1,29.8,39.7,41.8,25.0,19.6,51,86.4,177.8,1
29,141,400,34.9,28.0,33.1,18.0,26.1,12.6,9.6,18.8,12.2,101.5,86.0,70.6,91.9,101.9,62.0,29.1,24.2,37.2,33.1,19.9,15.0,44,64.1,165.1,0
30,7,301,34.4,23.5,26.8,16.5,24.4,11.7,9.2,16.8,12.4,97.4,82.2,61.7,66.0,80.7,50.3,23.7,21.6,30.5,33.8,20.7,14.6,20,46.5,152.4,0
31,350,192,41.2,29.8,32.2,22.4,29.8,15.6,11.2,19.6,14.8,120.0,108.5,84.2,88.9,97.5,58.8,36.6,29.9,34.2,34.8,22.0,18.1,23,86.4,175.3,1
32,380,152,38.7,26.1,29.2,18.2,24.9,13.6,10.4,17.6,14.2,104.3,86.8,72.9,73.4,89.5,51.0,29.8,24.8,32.6,33.1,22.1,16.3,29,63.6,177.8,1
33,263,125,38.7,26.8,31.5,21.4,27.8,13.8,10.8,18.2,13.3,113.8,100.9,90.6,93.3,97.7,58.0,34.8,28.0,34.1,35.8,22.2,16.3,33,72.2,163.8,1
34,77,312,39.6,30.4,34.2,21.4,26.8,14.2,10.6,20.7,13.1,110.8,97.4,96.3,104.2,102.6,57.5,34.3,26.5,38.3,41.1,22.9,16.4,41,80.0,161.0,0
35,123,507,35.6,29.0,29.0,20.4,26.8,13.4,10.8,18.7,13.8,100.5,97.1,80.4,100.8,102.2,57.4,33.2,25.5,39.6,35.9,23.0,16.4,38,67.3,163.8,0
36,22,414,35.8,30.2,33.5,20.6,27.5,12.4,9.4,18.4,13.0,99.7,90.0,73.7,92.7,101.2,57.4,28.1,23.3,33.9,33.3,21.2,14.9,64,58.6,156.2,0
37,91,283,36.7,22.1,28.3,16.7,27.5,12.3,10.1,16.8,12.4,100.8,82.6,63.2,70.5,89.1,55.8,27.0,23.6,33.6,33.4,20.0,15.6,23,53.6,162.1,0
38,72,505,34.7,24.9,24.7,17.3,24.2,12.0,10.2,18.0,13.6,91.9,78.1,57.9,75.1,86.9,51.8,27.4,24.0,34.4,34.1,21.2,15.5,33,48.6,160.7,0
39,377,77,40.5,27.5,32.3,19.4,28.8,12.6,10.6,18.4,14.0,114.3,92.5,81.0,85.2,92.5,54.7,32.3,26.8,35.8,37.6,21.1,15.8,26,72.0,177.5,1
40,370,75,41.4,26.4,32.3,18.6,31.3,14.9,11.5,18.9,14.6,118.8,101.6,70.9,76.7,95.3,56.0,36.0,28.6,36.0,34.0,22.0,17.0,23,68.2,177.0,1
41,334,59,41.1,30.4,35.1,23.2,32.6,15.5,11.6,21.5,15.4,121.9,105.5,90.1,89.2,104.5,62.7,36.3,29.6,38.4,42.4,25.3,17.5,46,86.8,174.0,1
42,13,334,32.6,24.6,29.4,15.8,25.0,11.3,9.2,16.9,11.9,99.4,82.0,65.0,77.2,89.5,53.4,26.0,21.4,34.0,33.9,21.4,14.4,45,49.0,154.5,0
43,270,93,41.2,27.1,29.8,20.1,31.0,12.9,11.6,18.8,13.5,116.0,104.6,81.5,85.0,92.0,54.1,33.0,28.0,35.1,35.2,21.1,16.3,26,70.5,165.1,1
44,125,323,36.0,28.6,32.0,17.5,24.1,12.8,9.8,18.7,13.8,92.2,79.1,64.6,82.5,94.9,54.0,24.7,21.7,37.4,35.5,21.0,15.0,52,55.7,164.0,0
45,268,113,37.6,24.4,28.3,17.7,24.7,12.9,10.8,18.0,14.3,109.1,94.3,75.0,82.2,88.0,53.8,36.3,28.9,34.5,33.5,23.0,17.1,25,65.0,165.1,1
46,149,314,35.6,25.7,29.1,15.5,26.0,11.5,9.5,17.8,12.1,96.6,82.1,62.8,70.6,83.9,51.5,24.6,21.4,34.0,34.8,20.9,14.3,21,53.2,166.0,0
47,145,466,35.6,30.2,32.9,21.8,26.8,13.0,11.0,20.6,14.3,115.2,105.2,88.2,106.5,107.9,63.1,30.3,25.2,39.2,38.4,23.1,16.4,26,86.3,165.1,0
48,422,45,41.5,30.8,33.3,19.4,30.6,14.8,11.3,20.2,16.0,117.1,103.9,91.7,89.4,101.8,61.0,35.7,29.4,37.7,40.0,22.2,17.9,29,82.6,180.3,1
49,490,199,41.3,29.7,34.7,22.8,32.0,15.5,11.2,18.4,15.6,118.7,109.5,90.0,96.2,104.3,63.5,39.4,29.9,37.4,37.3,24.3,17.2,21,93.2,188.0,1
50,482,126,39.6,28.7,32.4,18.2,28.3,15.2,11.8,19.6,14.8,119.4,98.5,85.7,92.9,98.6,55.5,35.3,28.7,39.3,35.9,23.0,17.4,29,83.6,188.0,1
51,323,19,43.1,28.6,33.4,22.2,29.5,14.9,12.2,20.8,14.8,109.0,98.5,78.5,86.0,94.5,55.0,34.5,28.5,38.0,36.5,23.0,18.5,29,72.4,173.0,1
52,247,425,37.6,31.3,33.5,17.0,25.4,12.4,9.4,19.2,11.5,105.0,76.8,73.6,106.3,106.2,61.7,31.4,26.2,39.6,39.1,24.8,16.2,44,72.7,175.3,0
53,94,342,35.2,24.1,26.9,17.9,23.6,12.0,9.5,17.5,11.5,103.0,84.6,64.4,77.9,91.0,53.4,26.6,23.3,32.7,33.0,19.4,14.2,25,52.2,162.5,0
54,199,326,38.8,27.2,33.4,17.2,31.6,12.9,11.0,18.2,13.4,110.5,96.2,78.5,93.4,103.0,59.6,30.2,25.9,37.0,35.2,23.2,16.2,41,70.6,170.0,0
55,349,115,42.1,30.6,34.0,22.1,30.6,15.0,11.4,20.2,15.4,117.3,102.0,90.0,92.3,102.3,60.0,34.6,29.7,38.2,38.3,23.7,18.0,44,84.1,175.3,1
56,33,453,34.0,26.8,32.2,17.3,28.7,11.2,9.1,17.4,12.9,108.4,93.2,80.3,98.0,101.2,61.2,31.0,23.6,34.6,35.6,20.0,14.3,36,63.6,157.5,0
57,348,216,41.5,29.0,33.3,21.4,32.4,15.3,11.0,20.6,15.0,127.0,108.0,90.8,92.4,100.3,56.5,36.8,29.3,37.5,36.3,23.4,16.7,42,81.8,175.3,1
58,19,308,38.9,27.5,31.1,15.6,26.8,12.4,10.0,18.4,13.6,97.4,85.2,69.0,76.3,86.7,51.5,26.6,22.7,31.6,33.3,19.6,15.3,37,52.7,156.0,0
59,172,478,35.6,27.3,31.7,17.5,27.3,12.4,9.8,17.6,12.7,102.2,86.8,71.3,85.7,94.0,59.2,31.1,24.4,35.9,34.4,21.2,14.2,28,64.5,167.6,0
60,36,383,36.4,27.7,29.8,17.0,25.0,11.2,9.0,16.9,12.2,94.0,80.3,65.0,73.3,84.9,50.8,25.0,22.2,31.6,31.6,18.8,14.2,23,46.4,158.2,0
61,333,52,38.5,26.1,30.8,20.6,30.8,15.1,11.4,19.8,14.2,126.3,109.6,81.6,86.5,100.9,61.7,39.5,31.7,38.8,36.5,22.7,17.9,23,86.2,174.0,1
62,299,228,41.1,24.0,29.4,21.6,30.8,13.6,11.7,18.8,14.6,122.4,107.5,92.2,88.6,97.5,53.7,34.3,27.6,36.0,37.5,23.3,16.7,45,77.3,170.2,1
63,499,13,47.4,29.6,35.7,20.8,31.4,16.1,11.3,21.5,15.4,116.5,103.0,85.0,94.5,103.0,59.0,33.5,29.0,40.5,40.0,26.0,18.0,20,90.0,192.0,1
64,438,72,41.8,28.5,31.6,21.6,31.5,13.3,10.3,18.9,14.3,114.5,98.3,89.4,87.4,97.7,54.8,31.0,26.0,36.4,35.6,21.6,16.6,40,78.9,181.6,1
65,261,209,39.8,28.3,30.4,19.7,30.2,12.9,11.0,18.6,12.7,121.0,103.0,92.5,88.5,94.0,55.0,36.0,28.0,36.5,37.0,21.8,17.5,35,72.3,160.0,1
66,121,289,37.6,28.7,30.8,19.0,25.2,13.1,11.5,18.6,13.6,101.2,87.6,67.9,82.7,93.5,57.0,29.6,24.5,37.1,36.3,20.6,15.2,24,58.5,163.8,0
67,433,83,43.0,26.5,31.6,20.6,29.5,13.4,10.4,18.8,13.6,113.2,94.7,77.5,80.5,92.0,54.2,30.9,26.6,36.5,35.8,21.3,16.5,25,72.7,180.6,1
68,399,144,41.1,27.1,33.8,24.9,29.4,14.4,12.4,18.0,15.1,120.4,108.4,98.0,101.8,101.5,56.9,38.2,29.9,37.7,39.2,24.9,17.6,44,87.7,177.8,1
69,400,195,41.7,28.5,33.8,23.5,32.9,15.6,12.0,18.4,16.3,123.5,111.4,99.7,102.9,105.8,57.8,36.5,30.5,39.0,41.2,25.7,18.8,43,93.6,177.8,1
70,310,18,43.0,26.5,30.3,19.3,30.0,14.8,11.2,19.7,14.7,120.0,93.8,73.6,74.9,90.1,54.1,31.2,26.9,36.4,35.6,22.0,17.1,22,70.0,171.5,1
71,474,112,43.6,30.2,32.4,21.8,33.1,15.2,11.3,19.8,15.2,125.2,111.8,86.2,93.5,96.3,59.1,36.3,28.0,38.3,34.7,23.0,16.1,27,86.4,186.7,1
72,238,265,39.0,28.4,34.9,19.6,26.7,13.4,11.0,18.9,13.6,104.0,89.5,74.0,92.0,101.0,61.5,31.0,26.5,38.6,38.6,23.8,17.0,37,73.2,175.0,0
73,75,377,36.0,25.2,28.4,15.4,26.9,11.2,9.9,16.8,12.1,102.5,89.0,72.4,80.3,89.9,52.6,27.6,23.8,33.2,34.4,21.3,14.6,20,54.4,160.9,0
74,213,393,34.5,29.2,31.9,18.3,23.6,11.0,9.3,18.7,12.4,94.5,83.2,65.0,80.9,97.6,62.2,27.2,22.8,38.6,37.4,20.6,14.8,20,64.5,170.5,0
75,54,262,35.0,26.5,31.6,18.3,23.7,11.5,8.6,16.8,12.2,96.6,76.7,63.4,69.0,87.7,54.0,25.6,21.6,34.4,32.8,19.1,13.8,22,50.0,160.0,0
76,59,380,35.2,24.4,29.8,15.1,26.0,13.0,9.2,17.3,12.2,103.9,82.5,66.1,74.9,93.8,54.2,27.8,24.0,35.3,33.7,22.0,14.6,23,54.8,160.0,0
77,244,483,35.8,31.5,32.6,17.5,25.2,12.9,9.8,17.9,13.4,99.3,86.2,67.0,85.3,96.7,56.2,27.0,22.3,37.0,33.0,21.6,15.0,25,63.6,175.3,0
78,469,183,40.1,26.4,32.0,21.4,32.6,14.8,12.0,20.0,15.2,121.6,107.5,89.2,88.4,107.0,56.9,35.6,28.5,37.0,37.6,23.0,17.5,22,84.1,185.4,1
79,90,279,35.6,27.9,32.0,15.6,23.9,11.9,9.6,18.2,12.7,98.1,80.2,63.1,78.9,93.9,57.1,26.4,23.1,35.0,35.0,20.1,14.9,20,55.0,162.0,0
80,236,488,39.4,28.3,30.2,21.6,29.7,12.8,10.5,19.5,14.4,107.2,98.2,69.7,86.0,94.9,59.1,29.9,25.0,37.7,37.7,23.7,16.2,19,73.6,174.0,0
81,42,394,36.0,27.1,31.4,18.5,24.6,11.9,9.4,15.9,11.9,97.1,78.1,64.0,75.9,95.0,55.9,25.2,23.0,32.3,34.8,20.3,13.4,22,51.8,159.2,0
82,501,95,46.2,31.0,36.0,25.0,33.1,14.6,12.0,20.9,15.1,125.0,110.0,104.0,99.0,111.7,63.2,37.5,29.0,41.2,39.3,24.6,18.6,37,102.3,192.0,1
83,79,324,36.2,30.2,31.2,16.8,27.7,11.5,9.4,17.4,13.1,97.3,85.0,65.7,77.7,90.5,56.1,29.4,23.1,33.2,34.4,20.3,14.4,25,54.8,161.2,0
84,456,10,42.0,28.0,34.0,22.5,28.0,15.6,12.0,21.1,15.0,119.5,93.5,77.5,81.5,99.8,59.8,36.5,29.2,38.3,38.6,22.2,16.9,21,81.6,184.0,1
85,330,206,42.5,25.2,30.6,20.9,30.4,15.3,11.4,18.9,13.8,111.0,98.7,78.1,78.6,92.0,56.5,35.7,29.2,36.4,37.0,22.0,17.2,24,73.9,174.0,1
86,269,158,40.3,25.2,29.2,18.7,28.5,13.2,10.2,18.9,14.3,108.3,89.7,80.6,80.8,90.0,55.5,28.9,25.0,34.6,37.4,23.0,16.4,33,66.4,165.1,1
87,454,31,44.2,30.3,34.7,19.4,30.0,14.9,11.0,19.1,15.8,113.0,93.6,77.5,82.1,95.0,56.5,32.8,26.2,37.6,36.3,21.0,16.6,23,74.8,183.5,1
88,210,470,38.9,28.5,34.0,19.2,27.5,13.3,10.3,19.1,14.2,108.4,90.4,78.3,95.4,104.9,63.1,32.8,27.0,39.4,39.1,23.0,16.5,26,73.6,170.2,0
89,181,357,37.7,25.0,30.4,16.6,29.3,12.4,10.2,18.6,12.7,110.7,92.2,70.3,82.8,100.0,59.6,30.8,25.4,37.0,37.0,23.0,16.0,20,65.2,168.5,0
90,403,124,43.4,32.0,36.2,23.5,35.6,16.1,12.6,23.0,16.3,134.8,118.7,105.2,105.0,115.5,69.9,39.4,32.1,42.2,47.7,27.0,19.2,27,116.4,177.8,1
91,97,440,34.9,27.3,32.2,17.7,25.4,12.6,9.0,17.4,12.2,87.0,72.6,58.0,82.9,90.2,52.5,23.1,21.0,35.5,36.4,20.3,13.0,37,53.9,162.6,0
92,240,472,37.6,28.3,29.4,16.8,25.4,13.2,10.0,17.8,14.2,99.7,84.2,62.4,81.4,90.4,53.2,25.8,23.0,34.5,31.0,19.2,14.7,32,57.7,175.2,0
93,324,25,44.8,27.8,32.2,18.3,31.5,15.2,11.6,19.4,14.7,120.6,101.6,81.4,81.6,98.8,61.3,39.4,31.9,38.5,41.2,22.8,18.2,26,81.8,173.5,1
94,215,259,36.0,25.6,31.5,15.4,25.5,12.8,9.7,17.6,13.2,97.7,77.6,61.0,71.8,91.6,53.0,25.4,22.6,34.0,34.5,20.5,15.3,25,54.2,170.9,0
95,352,128,40.5,29.7,31.7,22.1,32.6,15.2,11.3,21.2,15.2,127.3,110.7,94.7,92.0,101.3,60.1,37.2,30.9,40.5,40.0,24.2,17.6,34,90.9,175.3,1
96,343,196,38.0,29.7,34.0,22.8,27.3,13.1,10.8,17.3,15.5,107.8,95.1,84.7,92.9,96.7,54.6,32.8,25.3,36.6,35.0,23.5,17.1,56,70.9,175.3,1
97,80,365,36.7,23.5,29.5,17.2,28.3,11.5,9.5,16.1,9.9,100.2,88.7,64.2,76.8,88.4,56.0,29.0,23.8,33.9,33.2,20.5,15.0,20,55.2,161.2,0
98,371,94,43.8,29.5,31.2,18.2,29.5,13.1,10.3,19.1,13.2,112.8,86.5,74.0,76.5,91.3,53.5,30.5,26.1,36.6,38.6,21.2,16.0,22,68.9,177.0,1
99,358,215,43.8,29.2,35.6,19.9,28.3,14.8,12.8,20.7,14.3,112.2,95.7,85.8,94.7,106.8,60.6,33.6,27.3,37.5,41.8,26.2,17.8,27,77.7,175.9,1
